tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
192258,2,192258,Genlisea,"",eukaryota,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,64.6,48.0,10^-8.30627,,,,,[192259],0
192259,1,192258,Genlisea aurea,"",eukaryota,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,64.6,48.0,10^-8.30627,,,,,,0
174951,2,174951,Ramlibacter,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,64.6,48.0,10^-12.8508,,,,,[94132],0
94132,1,174951,Ramlibacter tataouinensis,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,64.6,48.0,10^-12.8508,,,,,,0
165695,2,165695,Sphingobium,"",bacteria,false,,,,2.8622622175662755,1,,,80.137,146.0,10^-47.2996,,,,,,,,,,,,,,,,,[332056],0
332056,1,165695,Sphingobium japonicum,"",bacteria,false,,,,2.8622622175662755,1,,,80.137,146.0,10^-47.2996,,,,,,,,,,,,,,,,,,0
162027,2,162027,Haliangium,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,40.0,10^-14.925,,,,,,,,,,,,,,,,,[80816],0
80816,1,162027,Haliangium ochraceum,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,40.0,10^-14.925,,,,,,,,,,,,,,,,,,0
152267,2,152267,Pigmentiphaga,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,87.2,47.0,10^-21.3307,,,,,[516702],0
516702,1,152267,Pigmentiphaga litoralis,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,87.2,47.0,10^-21.3307,,,,,,0
149698,2,149698,Massilia,"",bacteria,false,,,,8.586786652698827,3,,,89.865,89.3333,10^-33.8552,,,,,,,,,,,,,,,,,"[2769491, 871742, 864828]",0
2769491,1,149698,Massilia sp. LPB0304,"",bacteria,false,,,,2.8622622175662755,1,,,85.616,146.0,10^-58.2786,,,,,,,,,,,,,,,,,,0
871742,1,149698,Massilia flava,"",bacteria,false,,,,2.8622622175662755,1,,,94.444,36.0,10^-9.48129,,,,,,,,,,,,,,,,,,0
864828,1,149698,Massilia umbonata,"",bacteria,false,,,,2.8622622175662755,1,,,89.535,86.0,10^-33.8058,,,,,,,,,,,,,,,,,,0
146937,2,146937,Azospira,"",bacteria,false,,,,8.586786652698827,3,,,96.377,140.667,10^-76.5932,,,,,,,,,,,,,,,,,"[1765049, 146939]",0
1765049,1,146937,Azospira sp. I09,"",bacteria,false,,,,5.724524435132551,2,,,94.5655,138.0,10^-71.3406,,,,,,,,,,,,,,,,,,0
146939,1,146937,Dechlorosoma suillum,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0
141948,2,141948,Thermomonas,"",bacteria,false,,,,2.8622622175662755,1,,,93.151,146.0,10^-73.3747,,,,,,,,,,,,,,,,,[215691],0
215691,1,141948,Thermomonas brevis,"",bacteria,false,,,,2.8622622175662755,1,,,93.151,146.0,10^-73.3747,,,,,,,,,,,,,,,,,,0
110932,2,110932,Leifsonia,"",bacteria,false,,,,5.724524435132551,2,,,88.406,105.0,10^-43.3468,,,,,,2.8622622175662755,1,,,85.4,48.0,10^-14.9508,,,,,"[1736341, 150026]",0
1736341,1,110932,Leifsonia sp. Leaf336,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,85.4,48.0,10^-14.9508,,,,,,0
150026,1,110932,Leifsonia shinshuensis,"",bacteria,false,,,,5.724524435132551,2,,,88.406,105.0,10^-43.3468,,,,,,,,,,,,,,,,,,0
106589,2,106589,Cupriavidus,"",bacteria,false,,,,2.8622622175662755,1,,,94.545,110.0,10^-54.2844,,,,,,5.724524435132551,2,,,88.25,45.0,10^-18.8176,,,,,"[164546, 96344, 82633]",0
164546,1,106589,Cupriavidus taiwanensis,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,95.2,42.0,10^-21.4962,,,,,,0
96344,1,106589,Cupriavidus oxalaticus,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,81.3,48.0,10^-16.1391,,,,,,0
82633,1,106589,Cupriavidus pauculus,"",bacteria,false,,,,2.8622622175662755,1,,,94.545,110.0,10^-54.2844,,,,,,,,,,,,,,,,,,0
93681,2,93681,Roseateles,"",bacteria,false,,,,8.586786652698827,3,,,87.7533,108.667,10^-42.8889,,,,,,11.449048870265102,4,,,92.7,43.0,10^-17.2971,,,,,"[1855305, 76731]",0
1855305,1,93681,Roseateles sp. YR242,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,79.3,29.0,10^-3.19723,,,,,,0
76731,1,93681,Roseateles depolymerans,"",bacteria,false,,,,8.586786652698827,3,,,87.7533,108.667,10^-42.8889,,,,,,8.586786652698827,3,,,97.1667,47.6667,10^-21.9971,,,,,,0
92793,2,92793,Aquabacterium,"",bacteria,false,,,,5.724524435132551,2,,,92.089,101.0,10^-44.754,,,,,,,,,,,,,,,,,[1296669],0
1296669,1,92793,Aquabacterium olei,"",bacteria,false,,,,5.724524435132551,2,,,92.089,101.0,10^-44.754,,,,,,,,,,,,,,,,,,0
85413,2,85413,Bosea,"",bacteria,false,,,,2.8622622175662755,1,,,91.667,60.0,10^-21.6108,,,,,,5.724524435132551,2,,,71.9,48.0,10^-12.5918,,,,,"[2599640, 2512180, 2065382]",0
2599640,1,85413,Bosea sp. F3-2,"",bacteria,false,,,,2.8622622175662755,1,,,91.667,60.0,10^-21.6108,,,,,,,,,,,,,,,,,,0
2512180,1,85413,Bosea sp. BK604,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,81.3,48.0,10^-15.5058,,,,,,0
2065382,1,85413,Bosea sp. FBZP-16,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,62.5,48.0,10^-9.67778,,,,,,0
83614,2,83614,Luteimonas,"",bacteria,false,,,,2.8622622175662755,1,,,88.571,70.0,10^-24.2886,,,,,,,,,,,,,,,,,[2006110],0
2006110,1,83614,Luteimonas chenhongjianii,"",bacteria,false,,,,2.8622622175662755,1,,,88.571,70.0,10^-24.2886,,,,,,,,,,,,,,,,,,0
82984,2,82984,Pragia,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,100.0,34.0,10^-15.1146,,,,,[82985],0
82985,1,82984,Pragia fontium,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,100.0,34.0,10^-15.1146,,,,,,0
80865,2,80865,Delftia,"",bacteria,false,,,,105.9037020499522,37,,,99.0244,169.771,10^-91.5665,,,,,,94.4546531796871,33,,,97.0808,51.9032,10^-24.8658,,,,,"[2795113, 2769279, 1920191, 1862322, 1339242, 742013, 558537, 469553, 180282, 80866]",0
2795113,1,80865,Delftia sp. ASV31,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,100.0,48.0,10^-23.399,,,,,,0
2769279,1,80865,Delftia sp. DLF01,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,97.753,89.0,10^-23.2441,,,,,,0
1920191,1,80865,Delftia sp. HK171,"",bacteria,false,,,,31.48488439322903,11,,,98.9907,178.889,10^-95.0821,,,,,,5.724524435132551,2,,,98.95,48.0,10^-23.4468,,,,,,0
1862322,1,80865,Delftia sp. UME58,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,100.0,74.0,10^-46.0232,,,,,,0
1339242,1,80865,Delftia sp. ZNC0008,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,63.85,47.0,10^-9.1353,,,,,,0
742013,1,80865,Delftia sp. Cs1-4,"",bacteria,false,,,,8.586786652698827,3,,,97.8483,113.333,10^-62.5382,,,,,,,,,,,,,,,,,,0
558537,1,80865,Delftia lacustris,"",bacteria,false,,,,2.8622622175662755,1,,,100.0,146.0,10^-87.0984,,,,,,,,,,,,,,,,,,0
469553,1,80865,Delftia sp. JD2,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,100.0,48.0,10^-23.15,,,,,,0
180282,1,80865,Delftia tsuruhatensis,"",bacteria,false,,,,5.724524435132551,2,,,99.6575,146.0,10^-86.4122,,,,,,25.76035995809648,9,,,98.7111,39.7778,10^-17.9445,,,,,,0
80866,1,80865,Delftia acidovorans,"",bacteria,false,,,,57.24524435132551,20,,,99.1039,177.7,10^-95.0775,,,,,,40.07167104592786,14,,,100.0,53.25,10^-29.9243,,,,,,0
75654,2,75654,Duganella,"",bacteria,false,,,,5.724524435132551,2,,,82.0235,103.5,10^-32.6963,,,,,,5.724524435132551,2,,,63.3,45.0,10^-9.81547,,,,,"[2728021, 2692173]",0
2728021,1,75654,Duganella sp. AF9R3,"",bacteria,false,,,,5.724524435132551,2,,,82.0235,103.5,10^-32.6963,,,,,,,,,,,,,,,,,,0
2692173,1,75654,Duganella sp. FT50W,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,63.3,45.0,10^-9.81547,,,,,,0
73029,2,73029,Dechloromonas,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,95.8,48.0,10^-20.1938,,,,,[2608630],0
2608630,1,73029,Dechloromonas sp. CZR5,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,95.8,48.0,10^-20.1938,,,,,,0
65047,2,65047,Mitsuaria,"",bacteria,false,,,,11.449048870265102,4,,,89.636,112.25,10^-50.6916,,,,,,,,,,,,,,,,,[1658665],0
1658665,1,65047,Mitsuaria sp. 7,"",bacteria,false,,,,11.449048870265102,4,,,89.636,112.25,10^-50.6916,,,,,,,,,,,,,,,,,,0
59732,2,59732,Chryseobacterium,"",bacteria,false,,,,435.0638570700739,152,,,99.8818,38.9338,10^-14.1501,,,,,,,,,,,,,,,,,[1324352],0
1324352,1,59732,Chryseobacterium gallinarum,"",bacteria,false,,,,435.0638570700739,152,,,99.8818,38.9338,10^-14.1501,,,,,,,,,,,,,,,,,,0
54066,2,54066,Xylophilus,"",bacteria,false,,,,2.8622622175662755,1,,,89.726,146.0,10^-66.5128,,,,,,,,,,,,,,,,,[2697032],0
2697032,1,54066,Xylophilus rhododendri,"",bacteria,false,,,,2.8622622175662755,1,,,89.726,146.0,10^-66.5128,,,,,,,,,,,,,,,,,,0
48736,2,48736,Ralstonia,"",bacteria,false,,,,48.658457698626684,17,,,92.1414,167.267,10^-70.6356,,,,,,28.622622175662755,10,,,99.034,58.75,10^-32.1039,,,,,"[1676617, 1310165, 190721, 329, 305]",1
1676617,1,48736,Ralstonia sp. MD27,"",bacteria,false,,,,,,,,,,,,,,,,8.586786652698827,3,,,100.0,40.0,10^-13.4424,,,,,,0
1310165,1,48736,Ralstonia pseudosolanacearum,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,100.0,48.0,10^-22.6904,,,,,,0
190721,1,48736,Ralstonia insidiosa,"",bacteria,false,,,,11.449048870265102,4,,,94.395,185.0,10^-85.5167,,,,,,,,,,,,,,,,,,0
329,1,48736,Ralstonia pickettii,"",bacteria,false,,,,5.724524435132551,2,,,92.511,227.0,10^-86.109,,,,,,17.173573305397653,6,,,98.068,75.5,10^-48.4535,,,,,,1
305,1,48736,Ralstonia solanacearum,"",bacteria,false,,,,31.48488439322903,11,,,91.0577,146.111,10^-60.5833,,,,,,,,,,,,,,,,,,0
41275,2,41275,Brevundimonas,"",bacteria,false,,,,5.724524435132551,2,,,84.1145,138.5,10^-50.4135,,,,,,2.8622622175662755,1,,,91.7,48.0,10^-17.6968,,,,,"[2579977, 1532555, 74313]",0
2579977,1,41275,Brevundimonas sp. SGAir0440,"",bacteria,false,,,,2.8622622175662755,1,,,78.065,155.0,10^-46.5875,,,,,,,,,,,,,,,,,,0
1532555,1,41275,Brevundimonas sp. DS20,"",bacteria,false,,,,2.8622622175662755,1,,,90.164,122.0,10^-54.2395,,,,,,,,,,,,,,,,,,0
74313,1,41275,Brevundimonas subvibrioides,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,91.7,48.0,10^-17.6968,,,,,,0
41273,2,41273,Tissierella,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,88.0,25.0,10^-4.97881,,,,,[43143],0
43143,1,41273,Tissierella creatinini,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,88.0,25.0,10^-4.97881,,,,,,0
40323,2,40323,Stenotrophomonas,"",bacteria,false,,,,5.724524435132551,2,,,89.796,49.0,10^-14.1507,,,,,,2.8622622175662755,1,,,75.0,48.0,10^-14.857,,,,,"[216778, 69392]",0
216778,1,40323,Stenotrophomonas rhizophila,"",bacteria,false,,,,5.724524435132551,2,,,89.796,49.0,10^-14.1507,,,,,,,,,,,,,,,,,,0
69392,1,40323,Stenotrophomonas sp.,"",bacteria,false,,,,,,,,,,,,,,,,2.8622622175662755,1,,,75.0,48.0,10^-14.857,,,,,,0
36862,2,36862,Ideonella,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,83.908,87.0,10^-38.2636,,,,,[1547922],0
1547922,1,36862,Ideonella sakaiensis,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,83.908,87.0,10^-38.2636,,,,,,0
34102,2,34102,Sphaerotilus,"",bacteria,false,,,,11.449048870265102,4,,,93.1123,129.667,10^-64.514,,,,,,5.724524435132551,2,,,100.0,48.0,10^-23.6716,,,,,[34103],0
34103,1,34102,Sphaerotilus natans,"",bacteria,false,,,,11.449048870265102,4,,,93.1123,129.667,10^-64.514,,,,,,5.724524435132551,2,,,100.0,48.0,10^-23.6716,,,,,,0
34072,2,34072,Variovorax,"",bacteria,false,,,,42.93393326349413,15,,,87.1891,134.8,10^-49.3904,,,,,,28.622622175662755,10,,,85.4902,59.1111,10^-25.1542,,,,,"[2762323, 2762322, 2587118, 2135732, 2126319, 1871043, 1034889, 662548, 434014, 34073]",0
2762323,1,34072,Variovorax sp. PAMC28562,"",bacteria,false,,,,5.724524435132551,2,,,91.4385,146.0,10^-69.9437,,,,,,,,,,,,,,,,,,0
2762322,1,34072,Variovorax sp. PAMC26660,"",bacteria,false,,,,2.8622622175662755,1,,,89.189,111.0,10^-46.7325,,,,,,,,,,,,,,,,,,0
2587118,1,34072,Variovorax sp. SG533,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,74.15,45.5,10^-13.5418,,,,,,0
2135732,1,34072,Variovorax sp. BT01,"",bacteria,false,,,,,,,,,,,,,,,,5.724524435132551,2,,,95.652,69.0,10^-33.1421,,,,,,0
