tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
1980421,2,1980421,Phasivirus,"",viruses,false,,,,52.5382138243493,17,1,4,89.0011,109.0,10^-28.5974,,,,,,1875.9232818458838,607,16,554,61.18,718.75,10^-202.38,,,,,"[2755152, 2755150, 2607734, 1980612, 1980610, 1980609]",0
2755152,1,1980421,Parry's Creek phasivirus 1,"",viruses,false,,,,12.361932664552777,4,,,94.8197,54.75,10^-17.0786,,,,,,15.45241583069097,5,,,58.8654,46.6,10^-8.94498,,,,,,0
2755150,1,1980421,Broome phasivirus 1,"",viruses,false,,,,,,,,,,,,,,,,18.542898996829166,6,,,59.98,57.8333,10^-17.0708,,,,,,0
2607734,1,1980421,Guadeloupe mosquito phasivirus,"",viruses,false,,,,,,,,,,,,,,,,43.266764325934716,14,1,6,61.2446,106.214,10^-27.2621,,,,,,0
1980612,1,1980421,Wutai mosquito phasivirus,"",viruses,false,,,,12.361932664552777,4,1,4,81.955,266.0,10^-55.8729,,,,,,12.361932664552777,4,,,64.825,49.75,10^-12.8898,,,,,,0
1980610,1,1980421,Phasi Charoen-like phasivirus,"",viruses,false,,,,27.814348495243745,9,,,89.5467,63.3333,10^-21.5944,,,,,,1746.1229888680796,565,14,536,61.4041,765.276,10^-215.523,,,,,,0
1980609,1,1980421,Badu phasivirus,"",viruses,false,,,,,,,,,,,,,,,,40.176281159796524,13,1,12,51.6923,125.692,10^-37.9736,,,,,,0
1972611,2,1972611,Hapavirus,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,45.8,48.0,10^-7.75945,,,,,[1972624],0
1972624,1,1972611,Ord River hapavirus,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,45.8,48.0,10^-7.75945,,,,,,0
1923958,2,1923958,Trinorchestia,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,75.5,54.4,10^-17.2791,,,,,[1923959],0
1923959,1,1923958,Trinorchestia longiramus,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,75.5,54.4,10^-17.2791,,,,,,0
1920453,2,1920453,Orbicella,"",eukaryota,false,,,,6.180966332276388,2,,,90.6605,54.0,10^-17.5413,,,,,,3.090483166138194,1,,,59.5,37.0,10^-4.47625,,,,,[48498],0
48498,1,1920453,Orbicella faveolata,"",eukaryota,false,,,,6.180966332276388,2,,,90.6605,54.0,10^-17.5413,,,,,,3.090483166138194,1,,,59.5,37.0,10^-4.47625,,,,,,0
1912216,2,1912216,Cutibacterium,"",bacteria,false,,,,92.71449498414582,30,,,99.5488,180.2,10^-99.473,,,,,,89.62401181800763,29,,,99.011,54.3448,10^-28.4724,,,,,[1747],0
1747,1,1912216,Cutibacterium acnes,"",bacteria,false,,,,92.71449498414582,30,,,99.5488,180.2,10^-99.473,,,,,,89.62401181800763,29,,,99.011,54.3448,10^-28.4724,,,,,,0
1884456,2,1884456,Arlivirus,"",viruses,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,48.95,49.0,10^-4.06197,,,,,"[2792568, 2746351]",0
2792568,1,1884456,Neuropteran arli-related virus OKIAV105,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,51.0,49.0,10^-5.01547,,,,,,0
2746351,1,1884456,Blattodean arli-related virus OKIAV101,"",viruses,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,46.9,49.0,10^-3.10846,,,,,,0
1884455,2,1884455,Anphevirus,"",viruses,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,71.3,30.5,10^-3.80098,,,,,[2230910],0
2230910,1,1884455,Aedes anphevirus,"",viruses,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,71.3,30.5,10^-3.80098,,,,,,0
1870884,2,1870884,Clostridioides,"",bacteria,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,78.006,46.6667,10^-16.8552,,,,,[1496],1
1496,1,1870884,Clostridioides difficile,"",bacteria,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,78.006,46.6667,10^-16.8552,,,,,,1
1812478,2,1812478,Acanthophorides,"",eukaryota,false,,,,3.090483166138194,1,,,87.248,149.0,10^-63.073,,,,,,,,,,,,,,,,,[1812479],0
1812479,1,1812478,Acanthophorides sp. H33,"",eukaryota,false,,,,3.090483166138194,1,,,87.248,149.0,10^-63.073,,,,,,,,,,,,,,,,,,0
1810868,2,1810868,Mycoavidus,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,83.3,36.0,10^-12.0737,,,,,[1553431],0
1553431,1,1810868,Mycoavidus cysteinexigens,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,83.3,36.0,10^-12.0737,,,,,,0
1742993,2,1742993,Pseudarthrobacter,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,75.0,48.0,10^-16.3298,,,,,[861266],0
861266,1,1742993,Pseudarthrobacter siccitolerans,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,75.0,48.0,10^-16.3298,,,,,,0
1720308,2,1720308,Exaiptasia,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,44.2,52.0,10^-3.51856,,,,,[2652724],0
2652724,1,1720308,Exaiptasia diaphana,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,44.2,52.0,10^-3.51856,,,,,,0
1704376,2,1704376,Livendula,"",eukaryota,false,,,,3.090483166138194,1,,,82.313,147.0,10^-52.1,,,,,,,,,,,,,,,,,[2249998],0
2249998,1,1704376,Livendula leucophaea,"",eukaryota,false,,,,3.090483166138194,1,,,82.313,147.0,10^-52.1,,,,,,,,,,,,,,,,,,0
1662592,2,1662592,Asbolus,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,74.88,49.4,10^-15.1931,,,,,[1661398],0
1661398,1,1662592,Asbolus verrucosus,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,74.88,49.4,10^-15.1931,,,,,,0
1633859,2,1633859,Coaustraliobates,"",eukaryota,false,,,,3.090483166138194,1,,,96.154,52.0,10^-20.3006,,,,,,,,,,,,,,,,,[1635185],0
1635185,1,1633859,Coaustraliobates cf. cortipes HPHyd069,"",eukaryota,false,,,,3.090483166138194,1,,,96.154,52.0,10^-20.3006,,,,,,,,,,,,,,,,,,0
1589718,2,1589718,Camarotoscena,"",eukaryota,false,,,,6.180966332276388,2,,,90.3705,108.0,10^-46.0722,,,,,,,,,,,,,,,,,[1589719],0
1589719,1,1589718,Camarotoscena sp. YW-2014,"",eukaryota,false,,,,6.180966332276388,2,,,90.3705,108.0,10^-46.0722,,,,,,,,,,,,,,,,,,0
1588911,2,1588911,Hiatavolva,"",eukaryota,false,,,,,,,,,,,,,,,,86.53352865186943,28,2,28,98.2836,107.0,10^-72.1393,,,,,[1588914],0
1588914,1,1588911,Hiatavolva rugosa,"",eukaryota,false,,,,,,,,,,,,,,,,86.53352865186943,28,2,28,98.2836,107.0,10^-72.1393,,,,,,0
1535326,2,1535326,Candida,"",eukaryota,false,,,,,,,,,,,,,,,,24.723865329105553,8,1,8,96.341,82.0,10^-52.7447,,,,,[5476],1
5476,1,1535326,Candida albicans,"",eukaryota,false,,,,,,,,,,,,,,,,24.723865329105553,8,1,8,96.341,82.0,10^-52.7447,,,,,,1
1518147,2,1518147,Wenyingzhuangia,"",bacteria,false,,,,3.090483166138194,1,,,94.872,78.0,10^-35.2205,,,,,,,,,,,,,,,,,[1790137],0
1790137,1,1518147,Wenyingzhuangia fucanilytica,"",bacteria,false,,,,3.090483166138194,1,,,94.872,78.0,10^-35.2205,,,,,,,,,,,,,,,,,,0
1434708,2,1434708,Hydatigera,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,90.0,20.0,10^-3.54975,,,,,[6205],0
6205,1,1434708,Hydatigera taeniaeformis,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,90.0,20.0,10^-3.54975,,,,,,0
1434011,2,1434011,Komagataeibacter,"",bacteria,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,64.198,81.0,10^-25.7645,,,,,[265960],0
265960,1,1434011,Komagataeibacter nataicola,"",bacteria,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,64.198,81.0,10^-25.7645,,,,,,0
1385332,2,1385332,Stromboceros,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,96.0,50.0,10^-26.426,,,,,[1385333],0
1385333,1,1385332,Stromboceros delicatulus,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,96.0,50.0,10^-26.426,,,,,,0
1299308,2,1299308,Quaranjavirus,"",viruses,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,67.125,46.5,10^-11.8814,,,,,[1608131],0
1608131,1,1299308,Wuhan Mosquito Virus 6,"",viruses,false,,,,,,,,,,,,,,,,12.361932664552777,4,,,67.125,46.5,10^-11.8814,,,,,,0
1272010,2,1272010,Hoshihananomia,"",eukaryota,false,,,,3.090483166138194,1,,,90.805,87.0,10^-35.8593,,,,,,,,,,,,,,,,,[2055426],0
2055426,1,1272010,Hoshihananomia sp. INB034,"",eukaryota,false,,,,3.090483166138194,1,,,90.805,87.0,10^-35.8593,,,,,,,,,,,,,,,,,,0
1260887,2,1260887,Masakimyia,"",eukaryota,false,,,,3.090483166138194,1,,,98.675,151.0,10^-87.7699,,,,,,,,,,,,,,,,,[1260888],0
1260888,1,1260887,Masakimyia pustulae,"",eukaryota,false,,,,3.090483166138194,1,,,98.675,151.0,10^-87.7699,,,,,,,,,,,,,,,,,,0
1159320,2,1159320,Belonocnema,"",eukaryota,false,,,,6.180966332276388,2,,,88.43,110.0,10^-42.6518,,,,,,,,,,,,,,,,,[1159321],0
1159321,1,1159320,Belonocnema treatae,"",eukaryota,false,,,,6.180966332276388,2,,,88.43,110.0,10^-42.6518,,,,,,,,,,,,,,,,,,0
1129575,2,1129575,Novothelohania,"",eukaryota,false,,,,191.60995630056803,62,3,62,97.6573,393.048,10^-214.193,,,,,,,,,,,,,,,,,[1129576],0
1129576,1,1129575,Novothelohania ovalae,"",eukaryota,false,,,,191.60995630056803,62,3,62,97.6573,393.048,10^-214.193,,,,,,,,,,,,,,,,,,0
1129544,2,1129544,Rhizophagus,"",eukaryota,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,52.0,50.0,10^-3.34008,,,,,[1803374],0
1803374,1,1129544,Rhizophagus sp. MUCL 43196,"",eukaryota,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,52.0,50.0,10^-3.34008,,,,,,0
1111329,2,1111329,Nycteridocaulus,"",eukaryota,false,,,,3.090483166138194,1,,,86.093,151.0,10^-61.6949,,,,,,,,,,,,,,,,,[1111332],0
1111332,1,1111329,Nycteridocaulus sp. AD1243,"",eukaryota,false,,,,3.090483166138194,1,,,86.093,151.0,10^-61.6949,,,,,,,,,,,,,,,,,,0
1085085,2,1085085,Austrothaumalea,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,76.543,81.0,10^-34.9872,,,,,[2604550],0
2604550,1,1085085,Austrothaumalea chilensis,"",eukaryota,false,,,,,,,,,,,,,,,,6.180966332276388,2,,,76.543,81.0,10^-34.9872,,,,,,0
946234,2,946234,Flavonifractor,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,83.3,30.0,10^-9.37469,,,,,[1965544],0
1965544,1,946234,Flavonifractor sp. An112,"",bacteria,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,83.3,30.0,10^-9.37469,,,,,,0
937601,2,937601,Mucidula,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,64.7,34.0,10^-3.99568,,,,,[139077],0
139077,1,937601,Mucidula mucida,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,64.7,34.0,10^-3.99568,,,,,,0
909656,2,909656,Phocaeicola,"",bacteria,false,,,,,,,,,,,,,,,,12.361932664552777,4,1,4,100.0,110.0,10^-67.3767,,,,,[821],0
821,1,909656,Phocaeicola vulgatus,"",bacteria,false,,,,,,,,,,,,,,,,12.361932664552777,4,1,4,100.0,110.0,10^-67.3767,,,,,,0
798070,2,798070,Paraphoma,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,144.0,10^-85.732,,,,,,,,,,,,,,,,,[798075],0
798075,1,798070,Paraphoma fimeti,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,144.0,10^-85.732,,,,,,,,,,,,,,,,,,0
798068,2,798068,Neosetophoma,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,144.0,10^-85.732,,,,,,,,,,,,,,,,,[2718965],0
2718965,1,798068,Neosetophoma cerealis,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,144.0,10^-85.732,,,,,,,,,,,,,,,,,,0
710235,2,710235,Nylanderia,"",eukaryota,false,,,,27.814348495243745,9,1,7,87.1444,191.667,10^-53.6062,,,,,,6.180966332276388,2,,,64.4,45.0,10^-7.53365,,,,,[613905],0
613905,1,710235,Nylanderia fulva,"",eukaryota,false,,,,27.814348495243745,9,1,7,87.1444,191.667,10^-53.6062,,,,,,6.180966332276388,2,,,64.4,45.0,10^-7.53365,,,,,,0
706874,2,706874,Chlorotettix,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,151.0,10^-90.5147,,,,,,,,,,,,,,,,,[706876],0
706876,1,706874,Chlorotettix unicolor,"",eukaryota,false,,,,3.090483166138194,1,,,100.0,151.0,10^-90.5147,,,,,,,,,,,,,,,,,,0
706763,2,706763,Aconurella,"",eukaryota,false,,,,3.090483166138194,1,,,99.338,151.0,10^-89.1423,,,,,,,,,,,,,,,,,[1671185],0
1671185,1,706763,Aconurella prolixa,"",eukaryota,false,,,,3.090483166138194,1,,,99.338,151.0,10^-89.1423,,,,,,,,,,,,,,,,,,0
700861,2,700861,Symplecta,"",eukaryota,false,,,,21.633382162967358,7,,,92.59,105.0,10^-47.3945,,,,,,12.361932664552777,4,1,4,78.049,82.0,10^-25.3645,,,,,"[1807361, 700862]",0
1807361,1,700861,Symplecta hybrida,"",eukaryota,false,,,,12.361932664552777,4,,,90.9492,143.25,10^-67.3792,,,,,,12.361932664552777,4,1,4,78.049,82.0,10^-25.3645,,,,,,0
700862,1,700861,Symplecta cana,"",eukaryota,false,,,,9.271449498414583,3,,,94.7777,54.0,10^-20.7483,,,,,,,,,,,,,,,,,,0
700859,2,700859,Prolimnophila,"",eukaryota,false,,,,3.090483166138194,1,,,98.077,52.0,10^-21.6729,,,,,,,,,,,,,,,,,[700860],0
700860,1,700859,Prolimnophila areolata,"",eukaryota,false,,,,3.090483166138194,1,,,98.077,52.0,10^-21.6729,,,,,,,,,,,,,,,,,,0
700853,2,700853,Molophilus,"",eukaryota,false,,,,3.090483166138194,1,,,95.035,141.0,10^-74.076,,,,,,,,,,,,,,,,,[700854],0
700854,1,700853,Molophilus cramptoni,"",eukaryota,false,,,,3.090483166138194,1,,,95.035,141.0,10^-74.076,,,,,,,,,,,,,,,,,,0
700847,2,700847,Gonomyia,"",eukaryota,false,,,,59059.13330490089,19110,8,18652,94.0428,718.856,10^-276.57,,,,,,,,,,,,,,,,,[700848],0
700848,1,700847,Gonomyia subcinerea,"",eukaryota,false,,,,59059.13330490089,19110,8,18652,94.0428,718.856,10^-276.57,,,,,,,,,,,,,,,,,,0
700845,2,700845,Gnophomyia,"",eukaryota,false,,,,37.08579799365833,12,,,96.2539,71.1667,10^-32.4104,,,,,,,,,,,,,,,,,[700846],0
700846,1,700845,Gnophomyia tristissima,"",eukaryota,false,,,,37.08579799365833,12,,,96.2539,71.1667,10^-32.4104,,,,,,,,,,,,,,,,,,0
700840,2,700840,Erioptera,"",eukaryota,false,,,,618.0966332276388,200,,,93.5262,48.7374,10^-16.5919,,,,,,,,,,,,,,,,,"[700842, 700841]",0
700842,1,700840,Erioptera septemtrionis,"",eukaryota,false,,,,615.0061500615006,199,,,93.5061,48.6236,10^-16.5063,,,,,,,,,,,,,,,,,,0
700841,1,700840,Erioptera caliptera,"",eukaryota,false,,,,3.090483166138194,1,,,97.101,69.0,10^-31.8429,,,,,,,,,,,,,,,,,,0
700838,2,700838,Elephantomyia,"",eukaryota,false,,,,3.090483166138194,1,,,95.876,97.0,10^-48.1634,,,,,,,,,,,,,,,,,[700839],0
700839,1,700838,Elephantomyia westwoodi,"",eukaryota,false,,,,3.090483166138194,1,,,95.876,97.0,10^-48.1634,,,,,,,,,,,,,,,,,,0
700834,2,700834,Cylindrotoma,"",eukaryota,false,,,,3.090483166138194,1,,,92.715,151.0,10^-75.4186,,,,,,,,,,,,,,,,,[700835],0
700835,1,700834,Cylindrotoma tarsalis,"",eukaryota,false,,,,3.090483166138194,1,,,92.715,151.0,10^-75.4186,,,,,,,,,,,,,,,,,,0
700826,2,700826,Atarba,"",eukaryota,false,,,,3.090483166138194,1,,,95.506,89.0,10^-42.7113,,,,,,,,,,,,,,,,,[700827],0
700827,1,700826,Atarba picticornis,"",eukaryota,false,,,,3.090483166138194,1,,,95.506,89.0,10^-42.7113,,,,,,,,,,,,,,,,,,0
688353,2,688353,Lichtheimia,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,51.0,49.0,10^-4.47237,,,,,[42458],1
42458,1,688353,Lichtheimia corymbifera,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,51.0,49.0,10^-4.47237,,,,,,1
680682,2,680682,Amyelois,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,68.7,46.6,10^-12.8808,,,,,[680683],0
680683,1,680682,Amyelois transitella,"",eukaryota,false,,,,,,,,,,,,,,,,15.45241583069097,5,,,68.7,46.6,10^-12.8808,,,,,,0
674371,2,674371,Sternolophus,"",eukaryota,false,,,,3.090483166138194,1,,,83.333,108.0,10^-36.4516,,,,,,,,,,,,,,,,,[2055719],0
2055719,1,674371,Sternolophus immarginatus,"",eukaryota,false,,,,3.090483166138194,1,,,83.333,108.0,10^-36.4516,,,,,,,,,,,,,,,,,,0
663591,2,663591,Hannaella,"",eukaryota,false,,,,21.633382162967358,7,1,4,99.1676,240.286,10^-118.957,,,,,,,,,,,,,,,,,"[1902912, 4983]",0
1902912,1,663591,Hannaella sp.,"",eukaryota,false,,,,9.271449498414583,3,,,99.187,246.0,10^-122.113,,,,,,,,,,,,,,,,,,0
4983,1,663591,Hannaella sinensis,"",eukaryota,false,,,,12.361932664552777,4,1,4,99.153,236.0,10^-116.59,,,,,,,,,,,,,,,,,,0
637416,2,637416,Amphibalanus,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,54.5,44.0,10^-6.65561,,,,,[1232801],0
1232801,1,637416,Amphibalanus amphitrite,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,54.5,44.0,10^-6.65561,,,,,,0
614566,2,614566,Cyclommatus,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,98.0,49.0,10^-25.7305,,,,,[617626],0
617626,1,614566,Cyclommatus metallifer,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,98.0,49.0,10^-25.7305,,,,,,0
604375,2,604375,Harpegnathos,"",eukaryota,false,,,,3.090483166138194,1,,,76.761,142.0,10^-39.0775,,,,,,30.90483166138194,10,1,5,57.4333,59.2222,10^-14.4122,,,,,[610380],0
610380,1,604375,Harpegnathos saltator,Jerdon's jumping ant,eukaryota,false,,,,3.090483166138194,1,,,76.761,142.0,10^-39.0775,,,,,,30.90483166138194,10,1,5,57.4333,59.2222,10^-14.4122,,,,,,0
576227,2,576227,Pontonia,"",eukaryota,false,,,,3.090483166138194,1,,,85.841,113.0,10^-42.6076,,,,,,,,,,,,,,,,,[1857345],0
1857345,1,576227,Pontonia pinnophylax,"",eukaryota,false,,,,3.090483166138194,1,,,85.841,113.0,10^-42.6076,,,,,,,,,,,,,,,,,,0
572712,2,572712,Eudonia,"",eukaryota,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,96.386,83.0,10^-52.6345,,,,,[2231880],0
2231880,1,572712,Eudonia diphtheralis,"",eukaryota,false,,,,,,,,,,,,,,,,9.271449498414583,3,,,96.386,83.0,10^-52.6345,,,,,,0
565739,2,565739,Bothrogonia,"",eukaryota,false,,,,3.090483166138194,1,,,94.595,148.0,10^-77.4859,,,,,,,,,,,,,,,,,[868215],0
868215,1,565739,Bothrogonia sp. JL-2010,"",eukaryota,false,,,,3.090483166138194,1,,,94.595,148.0,10^-77.4859,,,,,,,,,,,,,,,,,,0
560913,2,560913,Neochauliodes,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,96.0,50.0,10^-21.5884,,,,,[2055713],0
2055713,1,560913,Neochauliodes orientalis,"",eukaryota,false,,,,,,,,,,,,,,,,3.090483166138194,1,,,96.0,50.0,10^-21.5884,,,,,,0
560762,2,560762,Lygistorrhina,"",eukaryota,false,,,,12.361932664552777,4,,,93.1953,62.5,10^-24.3378,,,,,,,,,,,,,,,,,[608726],0
608726,1,560762,Lygistorrhina sp. ER-2009,"",eukaryota,false,,,,12.361932664552777,4,,,93.1953,62.5,10^-24.3378,,,,,,,,,,,,,,,,,,0
560731,2,560731,Liogma,"",eukaryota,false,,,,3.090483166138194,1,,,94.34,53.0,10^-19.6061,,,,,,,,,,,,,,,,,[560732],0
560732,1,560731,Liogma nodicornis,"",eukaryota,false,,,,3.090483166138194,1,,,94.34,53.0,10^-19.6061,,,,,,,,,,,,,,,,,,0
